Ricavo,50.00,zia per pagella,20-06-2025
Ricavo,100.00,soldi lavoro,20-06-2025
Spesa,15.00,uscita a calimera,21-06-2025
Ricavo,10.00,nonna per domenica,22-06-2025
Ricavo,20.00,nonna per pagella,22-06-2025
Ricavo,50.00,lavoro,27-06-2025
Spesa,10.00,uscita a vernole,27-06-2025
Spesa,20.00,torneo calimera,28-06-2025
Spesa,10.00,uscita a vernole,29-06-2025
