Spesa,10.00,regalo emilie,02-12-2025
Ricavo,10.00,nonni,07-12-2025
Spesa,5.00,p.,07-12-2025
Spesa,15.00,pizze,07-12-2025
Ricavo,10.00,nonni,08-12-2025
Spesa,5.00,caffe,08-12-2025
Spesa,15.00,arrrosto,08-12-2025
Ricavo,10.00,nonni,14-12-2025
Ricavo,15.00,mamma per scuola,15-12-2025
Spesa,15.00,uscita a lecce,15-12-2025
Spesa,20.00,serata,20-12-2025
Spesa,10.00,compleanno alessio,21-12-2025
Spesa,35.00,cose varie,31-12-2025
